,DeepSeek-R1-Distill-Llama-8B
NER,entity_f1: 0.031
,
,
FINER-ORD,entity_f1: 0.0085 f1: 0.1241
,
,
FinRED,precision: 0.0001; recall: 0.0011; f1: 0.0001
,
,
SC,acc: 0.7356 +- 0.0047; missing: 0.0008 +- 0.0003; f1: 0.7991; macro_f1: 0.5202; mcc: 0.1390
,
,
CD,entity_f1: 0 f1: 0
,
,
FNXL,entity_f1: 0.0000; f1: 0.0024
,
,
FSRL,entity_f1: 0; f1: 0
,
,
FPB,acc: 0.4021 ±  0.0158; missing: 0.0000 ±  0.0000; f1: 0.2990; macro_f1: 0.4086; mcc: 0.2744
,
,
FiQA-SA,acc: 0.6681 ±  0.0308; missing: 0.0000 ±  0.0000; f1: 0.6472; macro_f1: 0.4610; mcc: 0.4242
,
,
TSA,ERROR
,
,
Headlines,Not Yet
,
,
FOMC,acc: 0.2923 ±  0.0204; missing: 0.0000 ±  0.0000; f1: 0.2274; macro_f1: 0.2727; mcc: 0.0565
,
,
FinArg-AUC,acc: 0.5036 ±  0.0161; missing: 0.0000 ±  0.0000; f1: 0.4971; macro_f1: 0.4936; mcc: -0.0042
,
,
FinArg-ARC,Not Yet
,
,
MultiFin,acc: 0.2234 ±  0.0178; missing: 0.0000 ±  0.0000; f1: 0.1596; macro_f1: 0.1826; mcc: 0.0515
,
,
MA,
,
,
MLESG,
,
,
FinQA,
,
,
TATQA,
,
,
Regulations,Not Yet
,
,
ConvFinQA,
,
,
EDTSUM,
,
,
ECTSUM,
,
,
BigData22,
,
,
ACL18,
,
,
CIKM18,
,
,
German,
,
,
Australian,
,
,
LendingClub,
,
,
ccf,
,
,
ccfraud,
,
,
polish,
,
,
taiwan,
,
,
portoseguro,
,
,
travelinsurance,
